file_name,title_ch,author_ch,journal,year,issue,abstract_ch
0094.txt,改良的大鼠异位心脏移植术,李剑锋; 彭志海; 祝哲诚; 蔡勇,上海实验动物科学; Shanghai Laboratory Animal Science,2003,3,目的对经典的Ono术式进行改良，探讨影响移植成功的相关因素，以建立高度稳定、可重复性强的大鼠腹部异位心脏移植模型。方法改良术式采用供心头臂干和右肺动脉分别与受体的腹主动脉和下腔静脉行端侧吻合。结果改良术式与经典的Ono术式相比，能明显缩短下腔静脉及腹主动脉的阻断时间，缩短供心冷缺血时间，并减少术后吻合口的出血。结论分支吻合的改良术式较之经典Ono术式具有显著优点，可以推广应用。
0095.txt,31例心脏移植的体外循环转流及供心保护经验,胡克俭; 程玥; 刘祖赟; 王春生; 赵强; 洪涛,上海生物医学工程; Shanghai Journal of Biomedical Engineering,2003,3,目的 :报道连续 31例心脏移植的体外循环转流经验及供心保护经验。其中扩张性心肌病 2 9例 ，缺血性心肌病 1例 ，复杂性先天性心脏病 1例。方法 :体外循环采用中度低温、轻度血液稀释法。供心保护方法为 10例采用晶体保存液 ，2 1例采用UW液。结果 :31例手术脱离体外循环顺利 ，无手术死亡。结论 :良好的供心保护 ，监测各重要生理指标 ，使灌注充分合理是成功顺利脱离体外循环的关键
0096.txt,对“脑死亡”诊断标准的认识,张天锡,中华神经外科疾病研究杂志; Chinese Journal of Neurosurgical Disease Research,2003,2,
0097.txt,原位肝移植术后胆道并发症的预防和治疗(附43例肝移植报告),傅宏; 傅志仁; 丁国善; 王正昕; 张建军; 倪之嘉; 郭闻渊; 施晓敏; 胡志前,外科理论与实践; Journal of Surgery Concepts & Practice,2003,6,目的:探讨原位肝移植术后胆道并发症的防治。方法:回顾性分析2001年10月至2003年3月的43例原位肝移植的临床资料。结果:本组43例行原位肝移植术的病人中，6例发生了胆道并发症，发生率为13.95%;计胆道狭窄3例，拔T管时胆漏2例，胆总管漏1例。前25例用UW液冲洗胆道，有5例发生胆道并发症，发生率为20.00%，后18例先用林格液彻底冲洗胆道，再用UW液灌注保存，仅1例发生胆道并发症，发生率为5.56%。留置T管的18例病人中3例发生胆道并发症，未放T管的25例中也有3例发生胆道并发症，发生率分别为16.67%和12.00%。6例胆道并发症病人中仅1例实施再次手术，1例死于严重的肺部感染，其余经PTCD充分引流、放射介入和(或)内镜气囊扩张并放置支架等治疗，均取得了满意疗效。结论:在切取供体早期用林格液彻底冲洗胆道系统，是降低胆道并发症的一种有效方法;是否放置T管取决于胆道两端口径的匹配情况和手术医生吻合技术的熟练程度，T管至少宜放置4个月;而胆道并发症的治疗大多可经非手术治愈。
0098.txt,同种原位心脏移植一例,吴亦志; 朱江; 涂韶松; 章响艳; 吴丽仙; 丁巧玲; 兰俊; 许咏冬; 王俊杰,温州医学院学报; Journal of Wenzhou Medical College,2003,2,目的 :总结一例同种原位心脏成功移植的经验。方法 :2 0 0 1年 8月 2日对一例晚期扩张性心肌病患者完成同种原位心脏移植。术中及术后共输血 16 0 0ml，均采用去白细胞血。供心的热缺血时间为零分 ，术中心肌保护采用温血持续逆行灌注。术后在用多种指标监测排斥反应的前提下 ，采用小剂量抗排斥药物。结果 :术后未发生排斥反应及感染并发症 ，患者至今已存活 1年零二个半个月。结论 :尽量减少供心的热缺血时间 ，良好的心肌保护 ，去白细胞输血 ，免疫耐受诱导剂的应用均可减少排斥反应和感染的发生。在控制排斥反应的前提下 ，使用小剂量抗排斥药物可减少药物的毒性反应 ，有利于提高远期疗效
0099.txt,心肺联合移植供心及肺的采取和保护,曹向戎; 张健群; 李继勇; 伯平; 宋飞强; 周其文,心肺血管病杂志; Journal of Cardiovascular and Pulmonary Diseases,2003,3,
0100.txt,同种异体原位心脏移植39例,陈良万,中国心血管病研究杂志; Chinese Journal of Cardiouascular Review,2003,1,目的 总结39例同种异体原位心脏移植体会以及远期随访结果。方法 回顾性分析自1995年8月-2003年2月共39例心脏移植病例，对其治疗经验和随访结果进行分析、总结。结果 本组39例受体术后早期(1周内)死亡7例，病死率17.9％，手术成功率82.1％，7例死亡病例中有5例死于术后急性右心功能衰竭，1例死于败血症，1例死于急性肾功能衰竭。晚期死亡病例5例，占存活总数的15.6％，远期存活率84.4％，其中1例死于心律失常，1例死于败血症，1例因并发肺部曲霉茵感染用二性霉素治疗后死于肝功能衰竭。对远期存活病例进行随访，所有病例的生活质量良好，心功能恢复至Ⅰ～Ⅱ级(NYHA)。结论 心脏移植是治疗终末期心脏病的有效方法，在手术早期为了提高手术的成功率，要重视围手术期对受体适应证的选择、选择合理的免疫抑制治疗方案以及对肾功能损害的处理尤其是对急性肾功能衰竭的处理。在远期的随访中，要根据具体情况合理调整环孢素的血药浓度以及重视对各种并发症的处理。
0101.txt,同种异体原位心脏移植1例报告,王伟; 张中明; 孙全胜; 王国祥; 钱伟民; 周晓彤; 桂鑫,徐州医学院学报; Acta Academiae Medicinae Xuzhou,2003,1,
0102.txt,标准法与双腔静脉法同种异体原位心脏移植术的初步体会,王国祥; 张中明; 王伟; 钱伟民; 夏求明; 孙全胜,徐州医学院学报; Acta Academiae Medicinae Xuzhou,2003,2,目的　比较采用标准法与双腔静脉法行同种异体原位心脏移植术的手术方法及术后处理的不同。方法　总结分别采用标准法与双腔静脉法对 2例终末期心肌病患者行同种异体原位心脏移植术并分析术后近期处理的特点。结果　 2例患者术中体外循环时间相同 ，均安全度过围术期。病例 1采用标准法行同种异体原位心脏移植术 ，术后出现明显的右心功能不全与心律失常 ;病例 2采用双腔静脉法行同种异体原位心脏移植术 ，术后恢复顺利。 2例患者术后均已生存 9个月。结论　与标准法相比双腔静脉法在术后较少发生右心功能不全和心律失常 ，且术后早期恢复顺利
0103.txt,高龄患者肾移植126例临床分析,杨勇; 张艮甫; 王平贤; 黄赤兵; 梁平; 祝善俊,成都医药; Chengdu Medical Journal,2003,3,目的 :探讨高龄患者肾移植的临床特点及四联免疫抑制疗法对临床治疗效果的影响。方法 :分析 1990年 1月至 2 0 0 0年 12月 12 5 1例肾移植中 12 6例高龄患者临床资料 ，将术后使用免疫抑制剂为三联疗法 (CsA +Aza +激素 )的 5 5例作组Ⅰ ;而使用四联疗法 (CsA +MMF +激素 +抗T细胞单抗 )的 71例作为组Ⅱ ，组Ⅱ中 4 7例患者术后使用 2周Wu -T3抗排斥治疗 ，另 2 4例应用抗IL- 2R抗体预防急性排斥反应。将两组的术后并发症、急性排斥率及 1年人 /肾存活率相比较 ，并与本院同期非高龄患者相同指标比较。结果 :高龄患者肾移植后心脑血管并发症以及感染发生率均明显高于非高龄患者。组Ⅰ和组Ⅱ患者的术后并发症发生率分别为 74  5 5 %和 38 0 3% ;急性排斥发生率分别为 12  73%和 4  2 3% ;1年人 /肾存活率分别为 81 82 % /78 18%和 97 18% /95  77%。结论 :高龄患者肾移植术后较容易发生心脑血管并发症及感染 ，使用新的四联免疫抑制疗法能有效地降低心脑血管并发症、感染和急性排斥反应的发生率 ，1年人 /肾存活率亦明显提高。
0104.txt,体外循环双肺移植治疗终末期肺气肿一例,陈龙; 陈炜生; 杨胜生; 徐驰; 林金祥; 盛继红; 张苏迅; 程先进,中华外科杂志; Chinese Journal of Surgery,2003,12,
0105.txt,同种异体肾移植294例临床分析,许龙根; 宋启哲; 王鑫洪; 徐建英; 陈利英,浙江医学; Zhejiang Medical Journal,2003,1,
0106.txt,老年人肾移植临床特点的分析,杨勇; 王平贤; 肖亚; 黄赤兵; 张艮甫; 祝善俊,中华老年多器官疾病杂志; Chinese Journal of Multiple Organ Diseases in the Elderly,2003,2,目的 探讨≥60岁老年人肾移植的临床特征及免疫抑制剂治疗的特点。方法 对1990年1月～2001年12月1390例肾移植中的152例≥60岁患者的临床资料进行分析，将术后使用免疫抑制剂为三联疗法（环抱素A+硫唑嘌呤+泼尼的松）的55例作为A组;术后使用四联疗法（环孢素A+麦考酚酸莫非替酯+泼尼松+抗T细胞单抗）的97例作为B组，B组中51例患者术后接受OKT<sub>3</sub>抗排斥治疗，另46例给予抗IL-2受体抗体预防急性排斥反应。将两组的术后并发症、急性排斥率及1年人/肾存活率相比较，并与同期非老年肾移植患者相同指标进行比较。结果 老年患者肾移植后心脑血管并发症以及感染发生率明显高于同期非老年肾移植患者，A组和B组的术后1年内并发症发生率分别为83.6％和39.2％;急性排斥发生率分别为21.8％和5.7％;1年人/肾存活率分别为81.8％/78.2％和92.8％/90.8％。结论 老年患者肾移植术后心脑血管并发症及感染发生率较高，新四联免疫抑制疗法能有效地降低心脑血管并发症、感染和急性排斥反应的发生率，1年人/肾存活率也明显提高。
0107.txt,分期肝肾联合移植1例报告,王学浩; 吴宏飞; 张峰; 钱建民; 钱立新; 李相成; 刘军; 李国强; 成峰,中国普外基础与临床杂志; Chinese Journal of Bases and Clincs In General Surgery,2003,1,目的　报告 1例分期肝肾联合移植 ，并探讨分期肝肾联合移植治疗技术及其效果。方法　对 1例晚期乙型肝炎肝硬变伴肾功能衰竭患者实施原位肝移植术 ，所用免疫抑制方案为环孢霉素A与甲基强的松龙联合用药 ，于肝移植术后 3个月行肾移植术。结果　肝移植术后肝功能恢复良好 ，但肾功能持续恶化 ，经血液透析治疗无效而行肾移植术。患者肝肾联合移植术后 9个月 ，一般情况良好 ，移植肝和移植肾功能均正常。结论　对肝移植后各种原因导致的肾功能衰竭 ，当血液透析治疗无效时可再行肾移植术。同时 ，免疫抑制剂用量并未增加。
0108.txt,活体肝移植术后并发症的处理,管文贤; 窦科峰; 李开宗; 刘正才,中国现代医学杂志; China Journal of Modern Medicine,2003,19,目的:探讨活体肝移植术后并发症的处理方法。方法:介绍3例活体肝移植患者术后出现的腹腔出血、急性排斥反应、胸腹水、肺不张、口腔黏膜病变、切口裂开、肝动脉栓塞、胆漏等并发症的处理经过及结果。结果:3例患者均成功处理了各种并发症，例1已健康生存4年6个月;例2已健康生存1年7个月;例3已健康生存9个月。结论:活体肝移植术后腹腔内出血发生率较高，常需要再次开腹止血;胸腹水、肺不张、切口裂开、口腔黏膜病变等并发症采用常规措施多能获得控制;急性排斥反应经激素冲击治疗多有效;超声多普勒检查是及时诊断肝动脉栓塞的良好方法，治疗时不宜采用αPTA;长期的利胆治疗有利于防止胆道并发症。
0109.txt,同种异体犬单肺移植的实验研究,沈毅; 魏煜程; 罗宜人; 徐林浩; 王明钊; 王耀鹏,青岛大学医学院学报; Acta Acadimae Qingdao Umvesitatis,2004,3,①目的　通过同种异体犬单肺移植 ，掌握供肺的灌注、切取、保存和修剪方法以及受体单肺移植的手术方法。②方法　杂种犬及毕格犬 9只 (供体 4只 ，受体 5只 ，其中 1只供体同时为 2只受体供肺 ) ，供体犬取胸正中切口 ，经肺动脉顺行或顺行并逆行灌注改良Euro Collins(iEC)液后 ，整块切除心肺 ，置入改良iEC液中保存、修剪。受体犬取后外侧第 4肋间切口 ，切除一侧全肺后 ，按支气管  肺动脉 左房袖或左房袖  支气管 肺动脉的顺序吻合。移植术后于不同时点阻断对侧肺动脉并检测植入肺的功能参数。③结果　全组无手术死亡者 ，供肺获取顺利 ，移植后受体血流动力学状态稳定 ，植入肺功能良好 ，存活 3.5h～ 8d。④结论　掌握了同种异体肺移植供肺获取及植入受体的全过程 ，为进一步开展同种异体肺移植的研究打下了基础 ，并为临床开展人体肺移植积累了经验
0110.txt,改良心肌保护液对短暂常温热缺血供心移植后的保护作用,许慧; 牛兆倬; 侯文明; 孙忠东; 杨铁南; 池一凡,青岛大学医学院学报; Acta Acadimae Qingdao Umvesitatis,2004,3,①目的　探讨改良心肌保护液对短暂常温热缺血供心移植后的保护作用。②方法　 1 8只家猪随机分为 3组 ，对照组 (C组 ) :供心低温灌注Thomas保护液后切取心脏 ，4℃保存 4h后行原位心脏移植 ;热缺血组 (W组 ) :供心低温灌注Thomas保护液前常温缺血 5min ，4℃保存 4h后行原位心脏移植 ;改良心肌保护液组 (E组 ) :供心常温缺血 5min后用改良保护液灌注 ，4℃保存 4h后行原位心脏移植。以心排血量 (CO)、心肌含水率、丙二醛 (MDA)、ATP、肌钙蛋白I(cTnI)水平和心脏超微结构作为观察指标。③结果　E组心肌含水率、MDA含量和cTnI含量明显低于W组 (F =4 .0 1～ 5 .78，q =2 .5 5～ 3.2 2 ，P <0 .0 5 ) ;E组CO和ATP含量明显高于W组 (F =4 .82～ 5 .6 3，q =2 .80～ 3.1 2 ，P <0 .0 5 ) ;E组与C组各指标相比差异无显著性 (q=1 .90～ 2 .4 8，P >0 .0 5 ) ;超微结构显示 ，E组心肌损伤较W组明显减轻。④结论　改良心肌保护液可有效改善供心因短暂常温热缺血而造成的结构和功能损害
0111.txt,原位心移植术体外循环管理,叶晓青; 黄小蝶; 李文媚; 王辉; 张莉,北京大学学报(医学版); Journal of Peking University(Health Sciences),2004,4,目的 :总结 4例原位心脏移植术体外循环 (extracorporealcirculation ，ECC)经验。方法 :4例均采用中低温 ，中、高流量灌注。术中注重心、肺、肾等重要器官及血液的保护。切取供心前灌注 4℃改良St.Thomas液使其迅速停搏。供心离体后 ，用 5 0 0 0mL冷生理盐水冲洗心腔后经主动脉根部灌注 4℃威斯康星大学溶液 (UniversityofWis consinsolution ，UW液 ) 1 0 0 0mL ，放入冰生理盐水内保存。吻合全程中供心表面置冰屑 ，左心房内滴注冷生理盐水。结果 :ECC时间 (1 33.3± 1 3.1 )min ，供心热缺血时间为 1～ 3min ，冷缺血时间为 (1 4 2 .0± 2 8.2 )min。 4例心脏均自动复跳 ，术后 1月左室射血分数为 6 0 %～ 6 5 %。 1例因急性排异反应术后第 1 5 0天猝死 ，其余 3例目前存活。结论 :良好的ECC管理 ，注重各重要器官功能及供心心肌保护是心脏移植手术成功的重要因素
0112.txt,小鼠异位心脏移植模型的建立,吴蔚; 杨康; 姜恒,重庆医学; Chongqing Medical Journal,2004,12,目的　为方便现代移植免疫学研究 ，我们建立了小鼠异位心脏移植模型 ，为今后的器官移植研究打下基础。方法　以C5 7小鼠为受体 ，Balb/c小鼠为供体 ，参照Ono法并加以改良 ，将供体升主动脉、肺动脉与受体腹主动脉和下腔静脉行端侧连续吻合。结果　正式试验 2 5次 ，4例在 72h以内死亡 ，其余 2 1例均长期存活 ，手术成功率为 84 %。结论　在熟练掌握显微外科技术的基础上 ，处理好心脏移植的 5个关键步骤 ，小鼠异位心脏移植模型即可顺利建立。
0113.txt,心脏移植的体外循环1例报告,付海花; 唐振山; 段梅红,长治医学院学报; Journal of Changzhi Medical College,2004,1,目的 :探讨心脏移植术体外循环心肌保护 ，血液成份保护及预防排斥反应等问题。方法 :对体外循环下同种异体原位心脏移植患者的临床资料进行总结分析。结果 :采用标准法对该例患者进行原位心脏移植 ，供心热缺血时间为 1 0min ，冷缺血时间为 1 0 5min ，总体外循环时间为 1 2 8min。升主动脉阻断时间为 64min。患者已存活 60d。术后患者无排斥反应 ，感染 ，心及肝肾功能不全等并发症。结论 :良好的心肌保护 ，血液成分保护 ，体外循环过程预防排斥反应及完善的体外循环操作技巧是心脏移植成功的关键。
0114.txt,大鼠颈部异位心脏移植模型的改进,高思海; 李平; 潘铁成; 杨辰垣,中国医师杂志; Journal of Chinese Physician,2004,11,目的　探讨大鼠颈部心脏移植模型的改进和研究心脏移植排斥反应。方法　将Chen术式加以改进 ，采用供心主动脉与受体颈总动脉行端侧吻合 ，进行 40次大鼠颈部心脏移植。结果　新方法使供心总缺血时间缩短至 3 0min ，7d存活率提高到93 %。结论　改进的术式简单实用 ，存活率高 ，值得推广。
0115.txt,原位心脏移植3例报告,陈锁成; 刘建; 孙斌; 王康荣; 丁国文; 任正兵; 戎国祥; 仲宁,第二军医大学学报; Academic Journal of Second Military Medical University,2004,3,
0116.txt,体外循环双肺移植治疗终末期肺气肿一例报告,陈龙; 陈炜生; 杨胜生; 徐驰; 林金祥; 盛继红; 张苏迅; 程先进,第二军医大学学报; Academic Journal of Second Military Medical University,2004,8,<正>1 临床资料 患者，男性，48岁，因反复咳嗽、咳痰、气喘20年，加重3年入院。入院查体:体温37.0℃，呼吸24次／min，脉搏95次／min，血压130／80 mmHg(1 mmHg-0.133kPa)，嘴唇轻度发绀，杵状指，桶状胸，双侧肺泡呼吸音减弱，心界不大，各瓣膜区无明显杂音。动脉血气分析示:氧分压55.4 mmHg，二氧化碳分压78.9 mmHg，pH 7.32。肺功能检
0117.txt,同种异体原位肝脏移植13例次临床经验,陈焕伟; 甄作均; 苏树英; 许卓明; 费凛; 计勇,第一军医大学学报; Journal of First Military Medical University,2004,4,目的总结原位肝脏移植经验。方法对12例患者实施13例次原位肝脏移植(包括1例再次肝移植)，其中5例终末期肝硬化、4例原发性肝癌、1例肝癌术后肝功能衰竭、1例肝豆状核变性、1例慢性肾功能衰竭合并肝炎后肝硬化。手术方式:经典原位肝移植10例，改良背驮式肝移植2例，再次肝移植1例。结果全组成功9例，最长存活超过2年;围手术期死亡4例，直接死亡原因脑出血1例、急性呼吸窘迫综合征1例、急性肾功能衰竭1例、肝动脉血栓1例。结论肝脏移植是治疗各种终末期肝病的有效手段，但应严格掌握适应证，减少术后并发症的发生是提高肝移植成功率及长期存活率的关键。
0118.txt,原位肝移植术后并发症18例临床分析,苏树英; 陈焕伟; 甄作均; 许卓明; 计勇,第一军医大学学报; Journal of First Military Medical University,2004,8,目的探讨原位肝移植术后并发症的诊治经验。方法回顾性分析我院18例次原位肝移植(其中2例再次肝移植)病人术后各种并发症的诊治经过。结果对16例患者(5例终末期肝硬化、7例原发性肝癌、1例肝癌术后肝功能衰竭、1例肝豆状核变性、1例慢性肾功能衰竭合并肝炎后肝硬化、1例急性暴发性肝功能衰竭)进行原位肝移植。手术成功12例，术后最长存活已超过4年。术后并发症包括腹腔内出血3例、脑血管病变2例、肺部感染6例、急性呼吸窘迫综合征(ARDS)2例、肝上下腔静脉狭窄2例、肝动脉血栓形成1例、胆道结石或胆泥3例、胆漏1例、急性排斥反应2例、慢性排斥反应2例、急性肾功能衰竭2例。围手术期死亡6例，直接死亡原因脑出血1例、ARDS1例、急性肾功能衰竭1例、肝动脉血栓1例、急性排斥反应1例、肝功能衰竭1例。结论肝移植围手术期采取合理的防治措施能有效减少肝移植术后并发症的发生，对肝移植术后并发症的及时诊断和正确处理是提高肝移植成功率的关键。
0119.txt,同种异体原位心脏移植2例报告,李增棋; 陈家松; 陈阳天; 林乌拉; 吴强; 陈志毅,福建医药杂志; Fujian Medical Journal,2004,5,目的　总结 2例原位心脏移植成功的治疗经验 ，探讨手术方式及术后围手术期处理。方法　 2 0 0 3年5月和 2 0 0 3年 12月先后为 2例终末期心肌病患者施行原位心脏移植手术。术后免疫抑制剂应用“环孢素 A+强的松+骁息”三联疗法。结果　 2例手术均获成功 ，术后无并发症发生 ，心功能良好 ，生活质量好。结论　经典法原位心脏移植操作方便、缝合牢固确实 ，但存在术后心房偏大的不足 ;围手术期处理中应重视右心功能不全、肾功能不全的防治和胃肠道营养的应用。
0120.txt,胰肾十二指肠联合移植的围手术期处理,于立新; 刘小友; 邓文锋; 苗芸; 叶桂荣; 李川江,广东医学; Guangdong Medical Journal,2004,9,目的　总结胰肾十二指肠联合移植的围手术期处理经验。方法　回顾性总结 3例胰肾十二指肠联合移植患者的术前准备、手术方法、免疫抑制剂应用和术后并发症防治。结果　 3例手术均获得成功。移植肾功能恢复正常时间 3～ 5d。应用小剂量胰岛素 5～ 10d后完全停用。 1例患者术后 1周出现FK5 0 6肾中毒 ，2例患者出现消化道出血 ，经有效治疗后 ，均痊愈出院。结论　充分的术前准备、细致耐心的操作、娴熟的手术技巧、正确使用免疫抑制剂防治排斥反应、积极预防并处理各种术后并发症是胰肾十二指肠联合移植成功的关键。
0121.txt,原位肝移植2例报告,吴建斌; 程智礼; 张明金; 刘庆元,实用肝脏病杂志; Journal of Clinical Hepatology,2004,4,
0122.txt,同种异体原位心脏移植的临床应用(附1例报告),王奇; 陈卫民; 李荣世; 刘欢; 潘丽; 韦武利; 何兆忠,广西医学; Guangxi Medical Journal,2004,7,目的　总结分析 1例同种异体原位心脏移植术的临床经验。方法　采用双腔静脉吻合法对终末期扩张性心肌病病人进行同种异体原位心脏移植术。患者术前曾两次出现心跳骤停 ，经心肺复苏成功。供体为脑死亡者 ，供心采用 4°C改良St Thomas保护液。术后免疫抑制治疗采用环孢素A、骁悉、强的松三联治疗 ，根据血环孢素浓度及超声心动图调整环孢素A用量。结果　患者顺利渡过围手术期 ，心功能恢复正常 ，出院至今生活质量良好。结论　术后合理监测与抗排异治疗 ，积极、正确处理并发症可提高生存率和生存质量。
0123.txt,背驮式肝移植成功19例报告,杨定华; 彭民浩; 卢榜裕; 陈希刚; 刘敬臣; 陈滨; 肖开银; 黎乐群; 覃晓; 彭涛; 覃忠,广西医学; Guangxi Medical Journal,2004,9,目的　总结背驮式肝移植成功的经验。方法　从 1996年 6月 2 6日开始施行首例肝移植至 2 0 0 4年 6月为 19例患终末期肝病的受者施行了背驮式肝移植 2 0次。 19例受者中 ，原发性胆汁性肝硬化 1例 ，硬化性胆管炎 1例 ，肝炎后肝硬化 6例 ，原发性肝癌并肝硬化 9例 (<5cm 4例 ，晚期肝癌 2例 ) ，多发性肝囊肿并肾囊肿 2例 (其中 1例施行了肝肾联合移植 ，另 1例先施行了背驮式肝移植 ，因慢性排斥反应 ，3个月后施行肝肾联合移植 )。 16例 17次供肝流出道采用受体的肝右肝中肝左静脉成形为一个口与供体的肝上下腔静脉端端吻合 ，3例供肝流出道采用受体的肝中肝左静脉、下腔静脉前壁成形为一个口与供体的肝上下腔静脉端端吻合。在胆道重建时 ，11例 12次为胆总管端 -端间断吻合T管引流 ，8例胆总管端 -端间断吻合无T管引流。结果　手术全部获得成功 ，存活 14例 ，4年 6个月 1例 ，1～ 3年以上 7例 ，6个月以上 3例 ，3例不足两个月 ，出院的患者都恢复工作。死亡 5例中第 1例术后 4 9天死于霉菌性败血症 ，2例多发性肝囊肿并肾囊肿施行肝肾联合移植分别于术后 31天和 3个月死于移植肾无功能。 2例晚期肝癌于术后 3个月和 5个月死于肝癌复发。结论　背驮式肝移植术可以作为一个常规术式应用。
0124.txt,肝移植术后处理方案探讨,甘险峰; 修瑞龄; 杨训; 刘洲; 周晓辉; 张刚,华西医学; West China Medical Journal,2004,2,目的 :探讨肝移植术处理经验。方法 :对 3例肝移植病人的临床资料进行回顾性分析。结果 :3例病人全部存活 ，术后并发急性排斥反应 1例 ，肺部感染 3例 ，胆道感染 2例。结论 :完善的手术技术 ，正确的术后处理是提高肝移植围手术期生存率的关键。
0125.txt,硝普钠结合控制性再灌注预防肺缺血再灌注损伤的实验研究,许崇武; 李野; 王雪峰; 王柏春,哈尔滨医科大学学报; Journal of Harbin Medical University,2004,2,目的　探讨硝普钠结合控制性再灌注在预防肺缺血再灌注损伤中的作用及其机制。方法　将 1 4只猪随机分为对照组 (Ⅰ组 )和实验组 (Ⅱ组 )。对照组在去除肺动脉阻断 ，恢复自体血流前 ，给予控制性再灌注处理 (灌注液 :去白细胞∶改良Buckberg液 =4∶1 ，灌注压 1 8mmHg ，灌注时间 1 0min ，温度 37℃± 1℃ )。实验组在去除肺动脉阻断 ，恢复自体血流前 ，给予控制性再灌注 ，后经肺动脉以每分钟 1 .0 μg kg注入硝普钠 1 0min ，余处置同对照组。 0 .5 ，1和 2h后测血氧分压、肺血管阻力、肺顺应性及肺氧合功能变化 ，实验结束后 ，取肺组织测NO含量、MDA含量及肺含水量。结果　实验组的左肺氧合功能和肺顺应性明显好于对照组 (P <0 .0 5 )。肺循环阻力、丙二醛 (MDA)值及肺含水量均低于对照组 (P <0 .0 1 )。实验组肺中NO含量较对照组明显升高 (P <0 .0 1 )。结论　硝普钠结合控制性再灌注能明显降低肺缺血再灌注损伤 ，起到了较好的移植肺保护效果
0126.txt,急性脑死亡对移植供体心脏形态学损害的研究,张明宇; 臧旺福; 田海; 夏求明; 刘开宇,哈尔滨医科大学学报; Journal of Harbin Medical University,2004,5,目的　探讨急性脑死亡对移植供体心脏形态学影响。方法　对 7例急性脑外伤后脑死亡患者 ，紧急气管插管人工辅助呼吸 ，维持循环和呼吸的相对稳定 ，确定为供体后 ，开胸 ，主动脉根部阻断 ，心脏冷停跳液灌注 ，心脏停搏后 ，取出心脏 ，取小块右心房和右心室肌 ，进行光镜和电镜检查。结果　 7例中有 5例心肌的光镜显示肌原纤维间有水样变性 ，胞浆不均匀 ，肌原纤维之间有空隙 ，心肌内血管呈收缩状态 ;电镜下显示线粒体肿胀 ，有肌浆网扩张 ，部分区域有线粒体崩解 ，呈空胞变性。心肌细胞线粒体肿胀 ，脊断裂。结论　急性脑死亡可导致移植心脏形态学的损害 ，对心脏移植的效果具有一定影响。
0127.txt,肝肠联合移植供肠、供肝的获取与保存,李幼生; 李宁; 李元新; 罗开; 李为苏; 倪小冬; 朱亮; 蒋峰; 黎介寿,医学研究生学报; Journal of Medical Postgraduates,2004,8,目的 :探讨自无心搏尸体联合获取和保存肝小肠的方法以及在临床肝、肠联合移植中的应用。　方法 :采用体内原位灌注、联合获取的方法 ，将肝、小肠、胰、脾和肾一并获取 ，移植物经 4℃UW液保存 ，将获取的小肠和肝联合移植至一短肠综合征合并有淤胆的患者体内。　结果 :供者热缺血时间 2min 30s，移植肠冷缺血 6h 4 0min ，移植肝冷缺血 8h 7min。　结论 :自无心搏尸体联合获取的供肠、供肝适合于临床肝肠联合移植。
0128.txt,肝移植供肝切取与修整技术,吕立志; 胡还章; 江艺; 杨芳; 张绍庚; 林华,解剖与临床; Anatomy and Clinics,2004,4,目的 :总结临床肝移植供肝切取与修整技术。方法 :采用原位腹主动脉、门静脉双路灌注及肝肾联合快速切取法切取供肝及肾 4 0例次 ，并施行同种异体肝移植 4 0例 ，其中 3例行肝肾联合移植。结果 :全组供肝平均热缺血时间为 4min ，切取时间为 2 5min ，保存时间为 6h。全组移植肝均于恢复血流 10min内有金黄色胆汁泌出 ，1周左右肝功能恢复正常。结论 :我院开展的供肝、肾的切取与修整技术在临床实际应用中取得满意的效果 ，为移植手术的成功提供了可靠的保证。
0129.txt,临床原位肝移植九例报告,傅华群; 邹书兵; 邵江华; 罗地来; 蒋筱强,江西医学院学报; Acta Academiae Medicinae Jiangxi,2004,2,目的　总结临床肝移植的初期经验。方法　回顾性分析 2 0 0 0年 8月至 2 0 0 3年 11月我院实施 9例原位肝移植的临床资料及随访情况。结果　围手术期发生心跳骤停 1例 ，经抢救成功 ，并发胆管吻合口狭窄 1例 ，经介入治疗临床症状消失 ;7例痊愈出院 ;死亡 2例 ，1例受体为晚期肝癌 ，术后肺广泛转移 ，1例死于腹腔感染 ，MODS。出院的 7例中 6例已恢复正常工作及生活 ，1例出院后合并巨细胞病毒性肝炎 ，正在治疗。结论　肝移植是治疗终末期肝病的有效手段 ，移植时机过晚是影响预后的重要原因之一 ;背驮式供肝植入安全、简便 ;移植后受体的巨脾症 ，脾功能亢进可能恢复 ;拉米呋啶加小剂量HBIg、免疫抑制的个体化应用预防乙肝复发的近期疗效可靠
0130.txt,供心不同热缺血时间下冷存各时段心肌ATP含量的变化,刘升; 黄立; 万于华; 饶华庚,江西医药; Jiangxi Medical Journal,2004,6,目的探讨离体供心不同热缺血时间下冷存各时段心肌三磷酸腺苷(ATP)含量的变化。方法新西兰白兔18只随机地分为三组，Ⅰ组热缺血0min，Ⅱ组热缺血5min，Ⅲ组热缺血10min。分别测定各组冷存30min，1h、2h、3h、4h心肌ATP的含量。结果Ⅰ组在冷存30min、1h、2h、3h、4hATP的值为缺血前的90.45%、78.8%、64%、57.7%、52.2%。Ⅱ组分别为70.8%、66%、57%、50.7%、43.2%。Ⅲ组分别为58.7%、49.7%、41%、32%、23%。对3组各时段ATP含量进行方差分析，结果示各组间存在明显的差异性。结论Ⅱ组在冷存3h左右，心肌ATP的含量降至缺血前50%左右;Ⅲ组约为1h左右ATP含量降至缺血前的50%。
