id,hospital_name,computed_alternate_names,province,city,address,zip,phone,web,email,updated_at
166,广州中医药大学祈福医院,,广东省,广州市,广东省广州市番禺区鸿福路3号,511495,电话：总机：(8620)84518222    咨询预约：(8620)84518333,nan,nan,2018-12-04T19:02:03Z
167,中山大学孙逸仙纪念医院,中山大学附属第二医院; 中山医科大学孙逸仙纪念医院,广东省,广州市,广州市沿江西路107号,510175,电话：020-81332199,nan,nan,2018-12-04T19:02:03Z
168,中山大学肿瘤医院,,广东省,广州市,广州市东风东路651号,510060,电话:+86 20 8734 3087,nan,nan,2018-12-04T19:02:03Z
169,中山大学中山眼科中心,,广东省,广州市,广州市先烈南路54号,510060,电话：020-87330000,nan,nan,2018-12-04T19:02:03Z
170,广东省中医院,,广东省,广州市,广东省广州市大德路111号,510120,"电话：020-81887233(总院),020-87351238(二沙岛分院),020-81499399(芳村分院),020-39318100(大学城分院),0756-3325088(珠海分院)",nan,nan,2018-12-04T19:02:03Z
171,广州市第一人民医院,,广东省,广州市,广州市盘福路1号,510180,电话：81048888,nan,nan,2018-12-04T19:02:03Z
172,广东省第二中医院,,广东省,广州市,广东省广州市恒福路60号,510095,电话:020-83482172，83494579 ,nan,nan,2018-12-04T19:02:03Z
173,广州市眼库,,广东省,广州市,广州市先烈南路54号,510060,电话:020-87777341 6.,nan,nan,2018-12-04T19:02:04Z
174,广州开发区医院,,广东省,广州市,广州开发区友谊路196号,510730,电话(总机)：020-82087088 传真：82224589 投诉电话：82222857  急救电话：82215583,nan,nan,2018-12-04T19:02:04Z
175,从化市人民医院,,广东省,广州市,广东省从化市街口镇新城中路64号,510900,电话：020-87922912,nan,nan,2018-12-04T19:02:04Z
176,南方医科大学第三附属医院,,广东省,广州市,广州市天河区中山大道西183号,510630,电话：020-62784188,nan,QQ咨询群：134893945,2018-12-04T19:02:04Z
177,广州协佳医院,,广东省,广州市,广州市广州大道南1698号,510288,电话：020-89324129； +86 20 8422 6509,nan,nan,2018-12-04T19:02:04Z
178,南方医科大学中西医结合医院,,广东省,广州市,广州市海珠区石榴岗路13号,510315,电话 020 - 28372924,nan,nan,2018-12-04T19:02:04Z
179,深圳市孙逸仙心血管医院,,广东省,深圳市,深圳市东门北路1021号,518020,电话：0755-25509566,nan,nan,2018-12-04T19:02:04Z
180,深圳市人民医院,,广东省,深圳市,深圳市东门北路1017号,518020,电话：25533018 　传真：25610730,nan,nan,2018-12-04T19:02:04Z
181,深圳市第二人民医院,,广东省,深圳市,深圳市福田区笋岗西路3002号,nan,电话：0755-83366388 0755-83216006,nan,nan,2018-12-04T19:02:04Z
182,深圳市宝安区第二人民医院,,广东省,深圳市,深圳市宝安区宝城16区龙井二路118号,518101,电话：27788311,nan,nan,2018-12-04T19:02:05Z
183,深圳市眼科医院,,广东省,深圳市,深圳市福田区泽田路18号,518040,电话：0755-23959600手机：075523959510传真：0755－23959500-,nan,nan,2018-12-04T19:02:05Z
184,深圳市龙岗区第三人民医院,,广东省,深圳市,深圳市龙岗区横岗街道松柏路278号,518112,电话:28608420；13714414553,nan,nan,2018-12-04T19:02:05Z
185,深圳市南山区人民医院,,广东省,深圳市,深圳市南山区桃园路89号,518000,电话：0755-26553111,nan,nan,2018-12-04T19:02:05Z
186,深圳市龙岗中心医院,,广东省,深圳市,深圳市龙岗区龙岗大道（龙岗段）1228号,518116,电话:86-755-84806933   传真:86-755-84816979,nan,nan,2018-12-04T19:02:05Z
187,深圳市第三人民医院,,广东省,深圳市,深圳市龙岗区布吉布澜路29号,518112,"电话：总机：0755-61222333, 医院传真：0755-61238928",nan,nan,2018-12-04T19:02:05Z
188,北京大学深圳医院,,广东省,深圳市,广东省深圳市福田区莲花路120,518036,电话 755-83923333,nan,nan,2018-12-04T19:02:05Z
189,东莞市人民医院,,广东省,东莞市,东莞市万江区新谷涌万道路南3号,523059,电话：0769-28637333,nan,nan,2018-12-04T19:02:05Z
190,广东省东莞市第五人民医院,东莞市太平人民医院,广东省,东莞市,广东省东莞市虎门镇虎门大道154号,523905,电话：0769-85010257；传真电话：0769-85010107,nan,nan,2018-12-04T19:02:06Z
191,东莞市东华医院,,广东省,东莞市,广东省东莞市东城路1号,523220,电话：0769-22333333(总机) 传真：0769-22471628,nan,nan,2018-12-04T19:02:06Z
192,东莞市常平医院,,广东省,东莞市,东莞市常平镇常东路（原板石大道82号）东田丽园北门正对面,523573,电话:总机：0769-83912333   服务监督电话：83821631 传真：83331040,nan,nan,2018-12-04T19:02:06Z
193,东莞友谊合作医院,,广东省,东莞市,东莞市大朗镇美景中路788号(东莞帝豪酒店对面）,523788,电话：0769-38811111 急诊：82229120 专车接送：82221120　,nan,nan,2018-12-04T19:02:06Z
194,佛山市第一人民医院,,广东省,佛山市,广东省佛山市禅城区岭南大道北81号,528000,电话：0757-83163155 电话预约挂号：114 急救中心电话：83168316 医院总机：0757-83833633转各科,nan,nan,2018-12-04T19:02:06Z
195,佛山中医院,,广东省,佛山市,广东省佛山市亲仁路6号,528000,电话（总机）：0757-83063333 咨询热线 ：0757-82229933 传真：0757-82234571,nan,客服中心在线QQ：534450547,2018-12-04T19:02:06Z
196,佛山市第二人民医院,,广东省,佛山市,广东省佛山市卫国路78号,528000,总机：0757-88032111 大堂咨询电话：88032022（上班时间） 传真：0757-88032009,nan,nan,2018-12-04T19:02:06Z
197,佛山市南海区人民医院,,广东省,佛山市,佛山市佛平路40号,528200,电话:总机：0757-86332927（4线） 咨询电话：（医疗）0757-86297437 （收费）0757-86230642 急救中心电话：0757-86333611 特诊门诊电话：0757-86332927-3308 院长热线：0757-86326509,nan,nan,2018-12-04T19:02:06Z
198,佛山市顺德区第一人民医院,,广东省,佛山市,佛山市顺德区大良区蓬莱路1号,528300,电话：0757-22318000　传真：0757-22223899,nan,nan,2018-12-04T19:02:06Z
199,佛山市三水区人民医院,,广东省,佛山市,广东省佛山市三水区西南街道广海大道西16号,528100,电话:办公室：0757-87813210医务科：0757-87813211；护理部：0757-87813213；行政总值：1892728919；纪检监察室：0757-87813083,nan,nan,2018-12-04T19:02:07Z
200,广东省佛山市南海金沙医院,,广东省,佛山市,广东省佛山市金沙镇城区,528223,电话:   0757-86613816,nan,nan,2018-12-04T19:02:07Z
201,广东省农垦中心医院,,广东省,湛江市,广东省湛江市霞山区人民大道中2号,524002,电话:急诊专线：0759—2633120、2633663,nan,nan,2018-12-04T19:02:07Z
202,廉江市人民医院,,广东省,湛江市,广东省湛江市廉江市人民大道中30号,524400,电话：0759-6623129,nan,nan,2018-12-04T19:02:07Z
203,湛江中心人民医院,,广东省,湛江市,广东省湛江市赤坎区寸金路2号,524037,电话：0759—3157201医院传真：0759—3157101,nan,nan,2018-12-04T19:02:07Z
204,湛江市第二人民医院,,广东省,湛江市,广东省湛江市霞山区民有路12号,524003,电话:0759-2372200急诊电话:0759-2224417    2372160,nan,nan,2018-12-04T19:02:07Z
205,茂名市人民医院,,广东省,茂名市,广东省茂名市为民路101号,525000,电话：0668-2922577,nan,nan,2018-12-04T19:02:07Z
206,高州市人民医院,,广东省,茂名市,高州市西关路89号市人民医院,525200,电话：0668-6666796，13580018619 传真：0668- 6697752,nan,nan,2018-12-04T19:02:07Z
207,江门市五邑中医院,,广东省,江门市,中国广东省江门市华园东路30号,529000,电话:总机：（0750）3509898转各科 3509999 传真：（0750）3516266投诉电话：（0750）3509819、3509898转3219,nan,nan,2018-12-04T19:02:07Z
208,江门市中心医院,,广东省,江门市,江门市北街海旁街23号,529030,电话：0750-3165500 传真：0750-3375441；急诊电话：0750-3373123 交通事故紧急救护中心电话：0750-3120120,nan,nan,2018-12-04T19:02:08Z
209,江门市新会新希望眼科医院,,广东省,江门市,广东省江门市新会区圭峰东路26号,529100,电话：0750-6173333,nan,nan,2018-12-04T19:02:08Z
210,韶关粤北人民医院,广东省粤北人民医院,广东省,韶关市,广东省韶关市惠民南路133,512025,电话:+86 751 810 1207,nan,nan,2018-12-04T19:02:08Z
211,韶关市第一人民医院,,广东省,韶关市,广东省韶关市东堤南路33号,512000,电话:医院办公室：8875080 （办公） 咨询电话：8877120（全天） 急救直拨电话：8877120,nan,nan,2018-12-04T19:02:08Z
212,中山大学附属第五医院,,广东省,珠海市,广东省珠海市香洲区梅华东路52号,519000,电话:+86 756 252 8888,nan,nan,2018-12-04T19:02:08Z
213,汕头大学医学院第二附属医院,,广东省,汕头市,汕头市东厦北路69号,515041,电话:总机：0754-88915666医院传真：0754-88346543,nan,nan,2018-12-04T19:02:08Z
214,汕头大学医学院附属肿瘤医院,,广东省,汕头市,广东省汕头市饶平路7号,515031,电话:总机：88555844,nan,nan,2018-12-04T19:02:08Z
215,汕头大学医学院第一附属医院,,广东省,汕头市,广东省汕头市长平路57号,515041,电话:0754-88258290(总机)；0754-88259850,nan,stydfy@pub.shantou.gd.cn / xjchen@stu.edu.cn,2018-12-04T19:02:08Z
216,汕头市中心医院,,广东省,汕头市,广东省汕头市外马路114号,515031,"电话:0754-88550450(总机),0754-88550766(办公室)",nan,nan,2018-12-04T19:02:09Z
217,中山市人民医院,广东省中山市人民医院,广东省,中山市,广东省中山市孙文东路2号,528403,电话：0760-88823566(总机)、89880000 院总值电话：88823818；传真：0760-88841707,nan,nan,2018-12-04T19:02:09Z
218,中山市东凤人民医院,,广东省,中山市,中山市东凤镇厚德路9号,528425,电话:总机：0760-22611576转各科 传真：0760-22635783,nan,nan,2018-12-04T19:02:09Z
219,中山火炬开发区医院,,广东省,中山市,广东省中山市火炬开发区南祥路6号,528437,电话：0760-28106120 传真：0760-28106120,nan,nan,2018-12-04T19:02:09Z
220,汕尾市人民医院,,广东省,汕尾市,广东省汕尾市民主广场二巷22号,516600,电话:0660-3801050,nan,nan,2018-12-04T19:02:09Z
221,肇庆市第一人民医院,广东肇庆市第一人民医院,广东省,肇庆市,广东省肇庆市端州区东岗东路9号,526000,电话：0758-2832139、2102860　-　医务科电话：0758-2102818　-　行风监督电话：0758-2102890、2102893　-　行政值班电话：18902368689,nan,nan,2018-12-04T19:02:09Z
222,河源市东源光明眼科医院,,广东省,河源市,广东省河源市源城区长塘路31号,517002,电话:0762-3319555,nan,nan,2018-12-04T19:02:11Z
223,普宁市杨庆寿眼科医院,,广东省,揭阳市,广东省揭阳市普宁市立新路与三二四国道交叉口处,515321,电话:0663-2313003,nan,nan,2018-12-04T19:02:11Z
224,惠州第三人民医院,,广东省,惠州市,广东省惠州市惠城区桥东学背街1号,516002,电话：0752-2359888 传真：0752-2255119,nan,nan,2018-12-04T19:02:11Z
225,江苏省人民医院,,江苏省,南京市,南京市广州路300号,210029,电话：025-83714511  025-83718836,nan,nan,2018-12-04T19:02:11Z
226,南京市第一医院,,江苏省,南京市,本部:南京市长乐路68号,210012,电 话： 025-52271000(本部总机) |400-928-1199(免费导医咨询热线) |025-52887000(南院),http://www.njsdyyy.com/,nan,2018-12-04T19:02:11Z
227,南京市鼓楼医院,,江苏省,南京市,南京市中山路321号,210008,"电话:025-83105555(专家门诊预约),025-83304616(总机),025-83106666(总机)",nan,nan,2018-12-04T19:02:12Z
228,江苏省中医院,,江苏省,南京市,南京市白下区汉中路155号,210029,电话：025-86618472、86518612、86617141-20300/20130,nan,nan,2018-12-04T19:02:12Z
229,南京医科大学附属眼科医院,,江苏省,南京市,南京市汉中路138号,210029,电话：025--86677777 咨询电话：025--86677702,nan,nan,2018-12-04T19:02:12Z
230,东南大学附属中大医院,,江苏省,南京市,南京市丁家桥87号,210009,电话：025-83272111 咨询投诉 ：025-83272222,nan,nan,2018-12-04T19:02:12Z
231,江苏省肿瘤医院,,江苏省,南京市,南京市百子亭42号,210009,电话：025-83283364,nan,nan,2018-12-04T19:02:12Z
232,南京爱尔眼科医院,,江苏省,南京市,南京市秦淮区仙鹤街100号,210006,电话:+86 25 6859 0120,nan,nan,2018-12-04T19:02:12Z
233,南京东南眼科医院,,江苏省,南京市,南京市苜蓿园大街36号,210000,电话：400-9985-120 / 025-84877188,nan,nan,2018-12-04T19:02:12Z
234,南京市第二医院,,江苏省,南京市,江苏省南京市钟阜路1-1号,210003,电话：025-83626000 传真：025-83626060,nan,nan,2018-12-04T19:02:12Z
235,南京市儿童医院,,江苏省,南京市,南京市广州路72号,210093,电话：025-83116969,nan,nan,2018-12-04T19:02:12Z
236,南京市胸科医院,,江苏省,南京市,南京市广州路215号,210029,电话：025-83728558,nan,nan,2018-12-04T19:02:13Z
237,江苏省第二中医院,,江苏省,南京市,南京市南湖路23号,210017,电话：025-86405066,nan,nan,2018-12-04T19:02:13Z
238,江苏省中西医结合医院,,江苏省,南京市,江苏省南京市红山路十字街100号,210028,电话：025-85638721    传 真：025-85502829    025-85637831(院办),nan,nan,2018-12-04T19:02:13Z
239,常州市第一人民医院,江苏省常州市第一人民医院; 常州第一人民医院,江苏省,常州市,江苏省常州市局前街185号,213000,"电话:0519-68870000(总机),0519-68870101,0519-68870102,0519-9688980-1(预约电话),0519-68870333(急诊科)",nan,nan,2018-12-04T19:02:13Z
240,常州市第二人民医院,江苏省常州市第二人民医院,江苏省,常州市,江苏省常州市天宁区兴隆巷29号,213014,电话:0519-8132769,nan,nan,2018-12-04T19:02:13Z
241,金坛市中医院,,江苏省,常州市,江苏省常州市金坛市金城镇沿河西路60号,213200,电话:0519-2822351,nan,nan,2018-12-04T19:02:13Z
242,金坛市人民医院,,江苏省,常州市,江苏省常州金坛市南门大街16号,213200,电话:0519-2821553,nan,nan,2018-12-04T19:02:14Z
243,溧阳市人民医院,,江苏省,常州市,江苏省溧阳市东大街129号,213300,电话：0519-87259118,nan,nan,2018-12-04T19:02:14Z
244,常州谱瑞眼科医院,,江苏省,常州市,常武北路1号南洋广场1号楼4楼,213100,电话:0519-69891715,nan,nan,2018-12-04T19:02:14Z
245,常州市儿童医院,,江苏省,常州市,常州市天宁区延陵东路323号,213003,电话: 0519-8819919,nan,nan,2018-12-04T19:02:14Z
246,常州市武进人民医院,,江苏省,常州市,常州市永宁北路2号,213017,电话：0519-85336190（总机）,nan,nan,2018-12-04T19:02:14Z
247,无锡市人民医院,无锡市第一人民医院,江苏省,无锡市,无锡市清扬路299号（金城路与清扬路交界东南隅）,214023,电话：（0510）82700775 82700778,nan,nan,2018-12-04T19:02:14Z
248,江阴市人民医院,,江苏省,无锡市,江阴市寿山路163号,214400,"电话:  0510-86879000(总机),0510-86879023(医务科),0510-86879999(咨询),0510-86895132,0510-86895618",nan,nan,2018-12-04T19:02:14Z
249,无锡市锡山人民医院,,江苏省,无锡市,江苏省无锡市锡山区广瑞路75号,214000,电话：0510-82402084,nan,nan,2018-12-04T19:02:14Z
250,无锡市第二人民医院,,江苏省,无锡市,江苏省无锡市中山路68号,214002,电话:+86 510 8272 7501,nan,nan,2018-12-04T19:02:15Z
251,宜兴市人民医院,,江苏省,无锡市,江苏省宜兴市通贞观路75号,214200,电话：0510-87921000  投诉电话：0510-87921198 87921010,nan,nan,2018-12-04T19:02:15Z
252,无锡市第三人民医院,,江苏省,无锡市,无锡市兴源北路585号,214045,电话:总机:0510-82607391,nan,nan,2018-12-04T19:02:15Z
253,无锡市第四人民医院,,江苏省,无锡市,无锡市惠河路200号,214062,电话：0510-88682999　 传真：0510-85808820 　免费电话：8008287778,nan,nan,2018-12-04T19:02:15Z
254,无锡市滨湖人民医院,,江苏省,无锡市,江苏省无锡市梁溪路67号,214062,电话:0510-85867878,nan,nan,2018-12-04T19:02:15Z
255,苏州大学附属第一医院,苏州医学院附属第一医院; 苏州医学院附一医院,江苏省,苏州市,苏州市十梓街188号,215006,电话:总机:0512-65223637,nan,nan,2018-12-04T19:02:15Z
256,常熟市第一人民医院,,江苏省,苏州市,江苏省常熟市书院街1号,215500,电话:0512-52772228;,nan,nan,2018-12-04T19:02:15Z
257,苏州大学附属第二医院,苏州医学院附属第二医院,江苏省,苏州市,江苏省苏州市姑苏区三香路1055号,215000,电话：68282030   传真：68284303,nan,nan,2018-12-04T19:02:16Z
258,上海交通大学医学院苏州九龙医院,,江苏省,苏州市,苏州工业园区万盛街118号,215021,电话：0512-62629999,nan,nan,2018-12-04T19:02:16Z
259,张家港市第一人民医院,,江苏省,苏州市,张家港市暨阳西路68号,214421,电话: 总机(0512)56919999  |  传真(0512)56919800,nan,nan,2018-12-04T19:02:16Z
260,南通市第三人民医院,,江苏省,南通市,江苏省南通市青年中路99号,226000,电话：0513-85116000,nan,nan,2018-12-04T19:02:16Z
261,南通市第一人民医院,,江苏省,南通市,南通市孩儿巷北路6号,226001,电话：0513-85061061  85061000,nan,nan,2018-12-04T19:02:16Z
262,南通市中医院,,江苏省,南通市,江苏省南通市崇川区建设路41号,226001,电话:0513-85126072(咨询),nan,nan,2018-12-04T19:02:16Z
263,南通大学附属医院,江苏南通医学院附属医院,江苏省,南通市,南通市西寺路20号,226000,电话:+86 513 8505 2222,nan,nan,2018-12-04T19:02:16Z
264,海安县人民医院,,江苏省,南通市,江苏省海安县城中坝中路17路,226600,电话(0513)88869905/88812211 传真:(0513)88812115,nan,nan,2018-12-04T19:02:17Z
265,徐州市第一人民医院,,江苏省,徐州市,江苏省徐州市中山北路19号,221000,电话:+86 516 8580 3000；:0516-85803031(门诊),nan,nan,2018-12-04T19:02:17Z
266,徐州市中心医院,,江苏省,徐州市,徐州市解放南路199号,221009,"电话:0516-83956400(白天咨询),0516-83956401(急诊服务台),0516-96120(24小时咨询)",nan,nan,2018-12-04T19:02:17Z
267,徐州医学院第二附属医院,,江苏省,徐州市,徐州市煤建路32号,221006,电话:+86 516 8532 6119,nan,nan,2018-12-04T19:02:17Z
268,徐州医学院附属医院,江苏省徐州医学院附属医院,江苏省,徐州市,中国·徐州 淮海西路99号,221000,电话:+86 516 8560 9999,nan,nan,2018-12-04T19:02:17Z
269,徐州市第三人民医院,,江苏省,徐州市,江苏省徐州市环城路131号,221000,"电话:+86 516 8357 8960；0516-83770521(门诊),0516-83679995(急救)",nan,nan,2018-12-04T19:02:17Z
270,邳州市人民医院,,江苏省,徐州市,徐州市邳州运河镇人民南路93号,221300,电话:0516-86222476,nan,nan,2018-12-04T19:02:17Z
271,邳州市第五人民医院,,江苏省,徐州市,江苏省徐州市邳州市运西路44号,221300,电话:0516-86227732,nan,nan,2018-12-04T19:02:17Z
272,泰州市人民医院,,江苏省,泰州市,江苏省泰州市迎春路210号,225300,电话：0523-86361510门诊部：0523-86361511,nan,nan,2018-12-04T19:02:18Z
273,兴化市人民医院,,江苏省,泰州市,兴化市英武南路419号,225700,电话：0523-80260019,nan,nan,2018-12-04T19:02:18Z
274,泰州市第二人民医院,原姜堰市人民医院姜堰市人民医院,江苏省,泰州市,江苏省泰州市姜堰区健康路27号,225500,电话：0523-88222551,nan,nan,2018-12-04T19:02:18Z
275,靖江市人民医院,,江苏省,泰州市,靖江市中洲路28号,214500,电话:0523-84813246,nan,nan,2018-12-04T19:02:18Z
276,泰兴市人民医院,,江苏省,泰州市,泰兴市长征路1号,225400,电话：0523-87656001 传真：0523-87633149,nan,nan,2018-12-04T19:02:18Z
277,泰州市中医院,,江苏省,泰州市,江苏省泰州市邑庙街6号,225300,电话：0523-86611399 传真：0523-86222828,nan,nan,2018-12-04T19:02:18Z
278,苏北人民医院,扬州大学医学院附属苏北人民医院,江苏省,扬州市,江苏省扬州市南通西路98号,225001,电话:87373012,nan,nan,2018-12-04T19:02:18Z
279,扬州市第四人民医院,,江苏省,扬州市,江苏省扬州市宝应县沿河街51号,225002,电话:0514-7329896,nan,nan,2018-12-04T19:02:19Z
280,扬州市第一人民医院,,江苏省,扬州市,扬州市邗江中路368号,225001,"电话:0514-87907300,0514-82981199(西区总机),0514-87907255(东区院办)",nan,nan,2018-12-04T19:02:19Z
281,扬州友好医院,江苏油田总医院,江苏省,扬州市,江苏省扬州市四望亭路446号,225261,电话:0514-86760084;051487769101,nan,nan,2018-12-04T19:02:19Z
282,盐城市第三人民医院,,江苏省,扬州市,盐城市剧场路75号,224001,"电话:0515-88327788(总机),0515-88324765(北院办公室),81600019(南院办公室)",nan,nan,2018-12-04T19:02:19Z
283,盐城市第一人民医院,,江苏省,扬州市,江苏省盐城市越河路16号,224005,电话：0515-88592872（白天）88592269（中、晚）,nan,nan,2018-12-04T19:02:19Z
284,建湖建阳眼科医院,,江苏省,扬州市,江苏建湖县城明珠东路266号,224700,电话：0515-86261918,nan,nan,2018-12-04T19:02:19Z
285,镇江市第一人民医院,,江苏省,镇江市,江苏省镇江市电力路8号,212002,电话：0511-85231018 传真：0511-85234387,nan,nan,2018-12-04T19:02:19Z
286,江苏大学附属医院,,江苏省,镇江市,江苏省镇江市解放路438号,212001,电话:0511-85026832(门诊部电话),nan,nan,2018-12-04T19:02:19Z
287,连云港第一人民医院,,江苏省,连云港市,江苏省连云港市新浦区通灌北路182号,222002,电话：0518-85452253传真：0518-85456700,nan,nan,2018-12-04T19:02:19Z
288,连云港市第二人民医院,,江苏省,连云港市,新浦区海连东路41号,222006,电话/传真：0518-85776016电话/传真：0518-85775003　,nan,nan,2018-12-04T19:02:20Z
289,沭阳县人民医院,,江苏省,宿迁市,沭城镇 迎宾大道9号,223600,电话:急诊：0527-83551120 120 门诊部：0527-83558392(88052),nan,nan,2018-12-04T19:02:20Z
290,宿迁市人民医院,,江苏省,宿迁市,江苏省宿迁市黄河南路138号,223800,电话:0527-84239233,nan,nan,2018-12-04T19:02:20Z
291,淮安市第一人民医院,,江苏省,淮安市,江苏省淮安市淮阴区北京西路6号,223300,电话:咨询服务：84907287、88062021；门诊服务台：80872262,nan,nan,2018-12-04T19:02:20Z
292,淮安市第二人民医院,江苏淮安仁慈医院,江苏省,淮安市,淮安市淮海南路62号,223002,电话：0517-80871724门诊服务台：0517-80871636,nan,nan,2018-12-04T19:02:20Z
293,浙江大学附属第一医院,浙江大学医学院附属第一医院; 浙江医科大学附属第一医院,浙江省,杭州市,杭州市庆春路79号,310003,电话:总机：(0571)87236114 (0571)87236666 急诊电话：(0571)87236300 门诊事项：(0571)87236668,nan,nan,2018-12-04T19:02:20Z
294,浙江省人民医院,,浙江省,杭州市,浙江省杭州市上塘路158号,310024,电话:朝晖院区总机：(0571)85239988;传真：(0571)85131448；望江山总机：(0571)87091302传真：(0571)87091089,nan,nan,2018-12-04T19:02:21Z
295,浙江大学医学院附属第二医院,,浙江省,杭州市,浙江杭州市解放路88号,310009,电话:0571-87783777,nan,nan,2018-12-04T19:02:21Z
296,杭州市第一人民医院,浙江杭州市第一人民医院,浙江省,杭州市,杭州市浣纱路261号,310006,电话：0571-56008888 传真：0571-87914773,nan,nan,2018-12-04T19:02:21Z
297,杭州市萧山区第一人民医院,,浙江省,杭州市,杭州市萧山区市心南路199号,311200,电话：0571-83807999,nan,nan,2018-12-04T19:02:21Z
298,富阳市人民医院,,浙江省,杭州市,富阳市富春街道桂花路2-4号,311400,电话:0571-63102552.,nan,nan,2018-12-04T19:02:21Z
299,浙江省立同德医院,,浙江省,杭州市,杭州市古翠路234号,310012,电话:总机：0571-89972114 传真：0571-88853199,nan,nan,2018-12-04T19:02:21Z
300,浙江省中西医结合医院,,浙江省,杭州市,杭州市环城东路208号,310003,电话:0571-56109999(总机),nan,nan,2018-12-04T19:02:21Z
301,杭州市中医院,,浙江省,杭州市,杭州市体育场路453号,310007,电话:总机:0571-85827888 咨询：0571-85827511 医疗急救：0571-85827502,nan,nan,2018-12-04T19:02:21Z
302,建德市第一人民医院,,浙江省,杭州市,浙江省杭州市建德市新安江街道严州大道599号,311600,"电话:0571-64096607,传真：64721520",nan,nan,2018-12-04T19:02:22Z
303,浙江大学医学院附属邵逸夫医院,浙江医科大学附属邵逸夫医院,浙江省,杭州市,浙江杭州庆春东路3号,310016,电话：0571-86090073 传真：0571-86044817,nan,nan,2018-12-04T19:02:22Z
304,浙江省监狱中心医院,,浙江省,杭州市,杭州市江干区庆春东路54号,310016,电话:0571-86041717〓860417,nan,nan,2018-12-04T19:02:22Z
305,浙江萧山医院,,浙江省,杭州市,浙江省杭州市萧山区育才北路728号,311202,电话：0571-83865757,nan,nan,2018-12-04T19:02:22Z
306,浙江中医药大学附属第二医院,,浙江省,杭州市,杭州市潮王路318号,310005,电话:0571-85267000,nan,nan,2018-12-04T19:02:22Z
307,嘉兴市第二医院,浙江嘉兴市第二人民医院,浙江省,嘉兴市,浙江省嘉兴市环城北路,314000,电话： 0573—2080930,nan,nan,2018-12-04T19:02:22Z
308,嘉兴市第一医院,,浙江省,嘉兴市,浙江省嘉兴市中环南路1882号,314001,电话：(0573)82519999、82082937,nan,nan,2018-12-04T19:02:22Z
309,嘉兴市中医院,,浙江省,嘉兴市,嘉兴市中山东路1501号,314033,服务咨询：0573-82079137   预约挂号：0573-82063120,nan,nan,2018-12-04T19:02:23Z
310,金华市中心医院,,浙江省,金华市,金华市明月街351号,321000,"电话:0579-82338512(总机),0579-82552202(门诊服务台)",nan,nan,2018-12-04T19:02:23Z
311,义乌中心医院,,浙江省,金华市,义乌市江东路699号、南门街519号,322000,电话：0579-85209666 | 传真：0579-85209628,nan,nan,2018-12-04T19:02:23Z
312,东阳市人民医院,,浙江省,金华市,东阳市吴宁西路60号,322100,电话：0579-86856999；院办：0579-86856789,nan,nan,2018-12-04T19:02:23Z
313,东阳市中医院,,浙江省,金华市,东阳市吴宁东路14号,322100,电话：0579-86644113,nan,nan,2018-12-04T19:02:23Z
314,永康市第一人民医院,,浙江省,金华市,浙江省永康市金山西路599号,321300,电话:0579-87111834,nan,nan,2018-12-04T19:02:23Z
315,丽水市人民医院,浙江省丽水市人民医院,浙江省,丽水市,浙江省丽水市莲都区大众街15号,323000,电话:急救电话（0578）2120120或 2780120,nan,nan,2018-12-04T19:02:23Z
316,丽水市中心医院,,浙江省,丽水市,浙江省丽水市括苍路289号,323000,电话:2681018,nan,nan,2018-12-04T19:02:23Z
317,遂昌县人民医院,,浙江省,丽水市,浙江省遂昌县妙高镇北街143号,323300,电话：0578-8123421,nan,nan,2018-12-04T19:02:24Z
318,台州市第一人民医院,,浙江省,台州市,黄岩区横街路218号,318020,电话:+86 576 8401 6797,nan,nan,2018-12-04T19:02:24Z
319,浙江省台州医院,,浙江省,台州市,临海市西门街150号,317000,电话:0576-85120120(总机),nan,nan,2018-12-04T19:02:24Z
320,台州市立医院,,浙江省,台州市,台州市椒江区中山东路381号,318000,电话:0576-88858000（总机转）传真：0576-88858024,nan,nan,2018-12-04T19:02:24Z
321,台州中心医院,,浙江省,台州市,浙江省台州市经济开发区东海大道999号,318000,"电话:0576-88526222(日),0576-88526111(夜),0576-88526093(服务中心),0576-88526100(院办公室) ",nan,nan,2018-12-04T19:02:24Z
322,浙江省温岭市第一人民医院,,浙江省,台州市,浙江省温岭市太平南路190号,317500,电话：0576-86206059    传真：0576-86206222 ,nan,nan,2018-12-04T19:02:24Z
323,天台县人民医院,,浙江省,台州市,浙江省天台县劳动路335号,317200,电话：0576-83987180  传真：0576-83987221,nan,nan,2018-12-04T19:02:24Z
324,宁波市医疗中心李惠利医院,,浙江省,宁波市,宁波市兴宁路57号,315000,电话:0574-87018701(总机),nan,nan,2018-12-04T19:02:24Z
325,宁波市鄞州第二医院,,浙江省,宁波市,宁波市鄞州中心区前河路1号,315192,电话:0574-83039999(总机) ,nan,nan,2018-12-04T19:02:24Z
326,宁波市鄞州人民医院,,浙江省,宁波市,中国浙江省宁波市百丈东路251号,315000,电话:0574-87016888(总机),nan,nan,2018-12-04T19:02:25Z
327,宁波市第六医院,,浙江省,宁波市,宁波江东区中山东路1059号,315040,电话：0086-0574-87801999  传真：0086-0574-87809785,nan,nan,2018-12-04T19:02:25Z
328,宁波大学医学院附属医院,,浙江省,宁波市,宁波市人民路247号,315032,电话:0574-87035555(总机),nan,nan,2018-12-04T19:02:25Z
